Language	Source	Date	Text
Latvian	ziemellatvija.lv	2011/09/24	"Trešā perioda sākumā vairāk turpināja uzbrukt ""Vijciems"", tomēr ""Skorpiona"" hokejistiem padevās vairāki bīstami pretuzbrukumi. Tuvojoties savai pamatlaika beigām, spēle kļuva vēl daudz asāka un brīžiem pat rupja. Tas par labu nācu nāca Smiltenes novada komandai. Vienā no uzbrukumiem, pēc skaistas izspēles, vārtus ""Skorpiona"" labā guva Ainārs Zoltners."
Latvian	nra.lv	2011/10/05	Valsts robežsardzei ir uzdevums ne tikai nodrošināt valsts robežas neaizskaramību un veikt robežkontroli, bet arī īstenot nelegālās imigrācijas apkarošanu, kas veicama visā valsts teritorijā. Lai šo funkciju efektīvi īstenotu, nepieciešams likumā noteikt, ka vadītājam ir pienākums pēc Valsts robežsardzes pieprasījuma transportlīdzekli apturēt un dokumentus uzrādīt visā valsts teritorijā.
Latvian	bauskasdzive.lv	2009/08/01	Šonedēļ bibliotēkās tiks nosauktas projekta «Bērnu žūrija» dalībnieku visaugstāk novērtētās grāmatas, kas izdotas 2008. gadā. Žūrijas dalībnieku tikšanās Bauskas bērnu bibliotēkā ir paredzēta 9. janvārī, informē iestādes vadītāja Anda Rācenāja.
Latvian	rv.lv	2010/12/16	Tomēr iztiksim bez plašiem komentāriem par šo parādību. Labāk par gaismu, jo tumsas jau tā par daudz. Un gaišumiņš būtu tāds, ka palīdzēt ievērojamā kārtā atsaucās Ružinas lūgšanu nams, pagastam tikai jāaizbrauc pakaļ drēbītēm. Ružinas lūgšanu nama labos darbus nepārskaitīšu: ne jau popularitātes dēļ tas tiek darīts.
Latvian	diena.lv	2012/01/10	Ceturtdien, 12.janvārī raidījumā Kinotēka kritiķu diskusijai par Deivida Finčera ilgi gaidīto filmu Meitene ar pūķa tetovējumu pievienosies kino kritiķe Dita Rietuma, kas šobrīd studē Ņujorkā. Režisore L.Olte jaunajā sižetu ciklā Latvijas kino cilvēki sarunāsies ar seriāla Eņģeļu māja režisoru Armandu Zvirbuli, savukārt par savu īpašo filmu stāsta pianists Vestards Šimkus.
Latvian	diena.lv	2012/01/12	"D.Hohlovs arī piebilda, ka klubs centīsies sarunāt kādu pārbaudes spēli Ventspilī: ""Iespējams, ka izdosies sarunāt ar kādu no klubiem organizēt draudzības spēli Ventspilī laikā starp ārzemju treniņnometnēm. Bet arī jāsaprot, ka tas viss ir atkarīgs no laika apstākļiem, tāpēc paredzēt tagad vai būs iespēja, piemēram, februārī nospēlēt maču Ventspilī, nav iespējams."""
Latvian	db.lv	2011/06/02	«Konkurss ļāva pārliecināties, ka tepat Latvijā ir daudz veiksmīgu dizaineru ar konkurētspējīgām idejām, taču nepietiekama ir ražotāju līdzdalība, lai tās īstenotu. Profesionālais žūrijas vērtējums veicināja pašu dizaineru izpratni par to, kas ir reāli ražojams,» sacījis konkursa iniciators un uzņēmuma Skonto Plan Ltd. līdzīpašnieks Guntis Rāvis.
Latvian	dzirkstele.lv	2010/01/10	16.Guntis Albergs - Valsts Probācijas dienesta Valkas teritoriālās struktūrvienības vadītājs (Valkas novads).
Latvian	ziemellatvija.lv	2011/08/15	Pēc viņa domām, sezonas beigās viss izlīdzināsies, un iekūlums valstī kopumā nebūs mazāks kā pērn. Savukārt maizes cenas mainīšanos var ietekmēt tikai pasaules tirgus. Ja tajā celsies cena, tad tas notiks arī Latvijā.
Latvian	rekurzeme.lv	2009/04/09	Visām iecerēm un plāniem klāt jāliek liels “bet”, ievērojis Priekules vidusskolas direktors Ainars Cīrulis. “Ar mērķdotācijām ir ārprāts, vēl šobrīd viss mainās. Ministrija sola, ka līdz nedēļas beigām būs skaidrība, bet šajā valstī jau nav drošības vairs ne par ko.”
Latvian	diena.lv	2011/10/26	Šajā brīdī autobusa pasažieru telefoni sāka džinkstēt un trallināt, zvanīt un spēlēt nokijiskās melodijas, ka īsziņa pienākusi. Es redzēju, kā pārmainījās cilvēku sejas, kad viņiem zvanīja, sūtīja īsziņas par zemestrīci.
Latvian	bauskasdzive.lv	2011/01/02	«Autovadītājs ir pieredzējis braucējs ar 36 gadu stāžu. Autobuss ir aprīkots ar automātisko pārnesumkārbu. Negadījums, iespējams, noticis brīdī, kad šoferis gribējis transportlīdzekli novietot tuvāk peronam, bet vadītājs kļūdījies pedāļu izvēlē. Līdz ar to bijis liels izrāviens atpakaļgaitā, kas beidzies dramatiski,» precizēja Aldonis Buls, kurš kopā ar policistiem ieradies Iecavā, notikuma vietā.
Latvian	ntz.lv	2008/03/31	- Protams, ka zināju, jau tad, kad mēs viņu pieņēmām darbā. Mums tas miests jau nav tik liels... Ja paskatāmies, par kādiem darbiem šais te «Kalves» pakalpojumos ir runa... Par kalēja darbiem - es nemaz nezinu, kur citur tuvumā šādu pakalpojumu varētu saņemt (ūdenssaimniecībai cauruļu savienojumu kalšana un citi tamlīdzīgi darbi); otrs - par ceļamkrāna izmantošanu. Nav mums Kandavā neviena cita sertificēta krāna! Piemēram, ko darīt, kad jāmana sūknis? Bez «Kalves» tuvākie krāni ir Tukumā vai Talsos. Turklāt šo pakalpjumu ir iepriekš jāpiesaka un pāris dienu jāgaida rindā. Bet iedzīvotājiem trīs četras dienas tad būtu jādzīvo bez ūdens...
Latvian	staburags.lv	2008/02/15	Vainīgs sniegputenis
Latvian	bauskasdzive.lv	2008/04/03	Strīds ir par 1,9 miljardiem kubikmetru gāzes aptuveni 600 miljonu dolāru (277,2 miljonu latu) vērtībā, kurus Ukraina nav samaksājusi.
Latvian	ntz.lv	2008/12/02	I. Balgalve, I. Sūna:
Latvian	zz.lv	2011/07/09	«Darbojos Latvijas Namu apsaimniekotāju asociācijā, un bija doma, ka varētu kaut ko darīt politikā. Taču neviena no partijām nelikās īsti piemērota. Tad nāca vēsturiskais Valsts prezidenta Valda Zatlera rīkojums nr.2., un es sapratu, ka, ļoti iespējams, kaut kas normāls taps. Internetā aizpildīju un nosūtīju partijas veidotājiem savu anketu. Tiku uzaicināts piedalīties dibināšanas kongresā. Super! Tur satiku daudzus augsta līmeņa cilvēkus, kas, upurējot savu karjeru, iesaistījušies partijā,» par savu iesaistīšanos Zatlera reformu partijā intervijā «Ziņām» stāsta partijas valdes loceklis Viktors Valainis, kurš sevi dēvē par vienu no tajā sapulcētajiem jaunajiem profesionāļiem. Plašāk par partijas veidošanu un solījumiem lasiet ceturtdienas laikrakstā.
Latvian	zz.lv	2008/04/26	Patīk arī Grebenščikovam
Latvian	dzirkstele.lv	2008/03/14	Salīdzinot aizvadīto gadu ar 2006.gada datiem, pieprasījums pēc garantijām- aizdevuma un līzinga, palielinājies 5 reizes, palielinoties no 2,71 līdz 13,96 miljoniem latu.
Latvian	ntz.lv	2008/10/21	13.10 Brīvnieku-Dzirciema-Ječu ceļa 16. km automašīnas NISSAN SANNY vadītājs izraisījis sadursmi ar automašīnu AUDI A4 AVANT, kas brauca pa galveno ceļu. Automašīnas NISSAN vadītājs no notikuma vietas aizbraucis, neziņojot policijai.
Latvian	ziemellatvija.lv	2009/06/28	"Tirgus tendence, apvienojot augstu kvalitāti ar pieņemamu cenu, ir vadlīnija, kas jāievēro arī citiem Latvijas produktu piedāvātājiem"", uzskata Lauksaimniecības tirgus veicināšanas centra vadītāja Ingūna Gulbe."
Latvian	ziemellatvija.lv	2008/06/06	Traktoram saimnieks nomainījis radiatoru, veicis metināšanu un citus darbus. Klaudzinājis un trokšņojis. Šajā laikā tieši uz motora, zem pārsega cītīgi strādājis vēl kāds. Cielaviņa nolēmusi, ka šī ir visdrošākā vieta putnēnu perēšanai.
Latvian	db.lv	2011/09/19	British Airways «patīk» jau vairāk nekā 96 tūkstošiem klientu, tā pati seko vairāk nekā 14 tūkstošu citu Twitter lietotāju aktivitātēm, un tai pašai ir vairāk nekā 109 tūkstoši sekotāju.
Latvian	bdaugava.lv	2010/02/03	Tika ievēlēta Jēkabpils komitejas padome piecu (iepriekš bija septiņi) cilvēku sastāvā, un tie bija: Anna Bērziņa, Dace Dzene, Ilze Rūsiņa, Marija Medvedeva, Miervaldis Ziediņš. Par priekšsēdētāju ievēlēja Miervaldi Ziediņu. Revīzijas komisijā ievēlēja Mirdzu Franckeviču, Juri Jerofejevu, Veltu Gerasimovu, bet uz LSK 16. kongresu, kas notiks Rīgā 23. aprīlī, kā delegātus izvirzīja Veltu Ozoliņu un Miervaldi Ziediņu.l
Latvian	ziemellatvija.lv	2011/06/24	Medicīniskos padomus vienkāršu saslimšanu gadījumos (paaugstināta temperatūra, galvassāpes, sasitumi, slikta pašsajūta u.c.) iedzīvotājiem darba dienās no plkst. 18.00 līdz plkst. 8.00 no rīta, bet brīvdienās un svētku dienās visu diennakti sniedz pieredzējuši ģimenes ārsti un ārsta palīgi.
Latvian	bauskasdzive.lv	2010/09/21	Uztura bagātinātāji ir pārtikas produkti parastā uztura papildināšanai, tādēļ to sastāvā nedrīkst būt farmaceitiskas vielas. Ja medikamenti ir uztura bagātinātāja sastāvā, produkti reģistrējami un tirgojami kā zāles un uz tiem attiecināmas citas prasības.
Latvian	ziemellatvija.lv	2007/11/16	"Autors atsaucas uz filozofa Osvalda Špenglera lieldarbu ""Untergang des Abendlandes"" (var tulkot kā ""Rietumzemju apzvanīšana""). Špenglera darbs tapis drīz pēc Pirmā pasaules kara, bet atkārtoti izdots arī mūsdienās. Špenglers paredzējis Rietumzemju civilizācijas norietu, ko mūsdienās vērojam aizvien izteiktāk. Rainis gan teicis, ka pastāvēs, kas pārvērtīsies. Savukārt Liepiņš pamatoti apšauba, vai kultūra vispār spēj attīstīties internacionālā juceklī."
Latvian	ziemellatvija.lv	2008/01/21	Tagad speciāli Aldim parakstītas fotogrāfijas sūtījuši pasaulē slaveni olimpieši, pasaules čempioni dažādos sporta veidos, vai arī viņu aģenti. Šādu hobiju smiltenietis atzīst par aizraujošu.
Latvian	zz.lv	2007/08/29	Jelgavas rajona padomei
Latvian	ziemellatvija.lv	2009/11/06	NVO konsultants
Latvian	ziemellatvija.lv	2011/08/25	Pajumti no kultūras nama daļas iemītniekiem turpat, ēkā, saglabā tikai bibliotēkas bērnu literatūras nodaļa, kas izvietosies bijušās sporta halles kafejnīcas telpās otrajā stāvā. No 25. augusta nodaļa uz nenoteiktu laiku ir slēgta, kamēr notiks pārcelšanās.
Latvian	diena.lv	2012/01/06	Nizhny Novgorod ar piecām uzvarām desmit spēlēs pakāpusies uz 5.vietu A grupā, bet VEF Rīga ar piecām uzvarām un četriem zaudējumiem saglabā 3. pozīciju.
Latvian	ziemellatvija.lv	2009/05/13	Sarkanā Krusta (SK) Smiltenes slimnīcā rēzeknieši rekonstruēs siltumtrases posmu un ierīkos automātiski regulējamu siltuma padevi. Pēc šiem darbiem nākamajā apkures sezonā slimnīcas pacientiem un personālam būs ērtāk, un arī tiks ietaupīta malka.
Latvian	zz.lv	2009/12/21	«Rigibor» uz nakti šodien ir 1,38%, uz vienu dienu – 1,40%, vienas nedēļas likme sasniegusi 1,90%, viena mēneša likme – 3,14%, trīs mēnešu likme – 7,58%, sešu mēnešu likme – 9,39%, bet gada likme – 11,04%.
Latvian	nra.lv	2011/09/27	Mazie spanieli esot cēlušies no pekiniešiem, ko 900. gadā Ķīnas imperators uzdāvinājis dalailamam, – pekinieši sapārojušies ar Tibetas mazajiem suņukiem, un šo jaukteņu pēcnācējus uz Eiropu atveduši spāņu ceļotāji, bet no Spānijas līdz Britu salām nebūt nav tālu. Galu galā nosaukums «spaniels» norāda suņu izcelsmi... Taču saskaņā ar citu versiju 13. gs. itāļi ar ķīniešiem slēguši tirdzniecības līgumus, un tā nu no tālās austrumu zemes Eiropā nokļuvuši arī mazi ķīniešu šuneļi, kuri laika gaitā sajaukušies ar itāļu rējējiem, savukārt uz Angliju šos simpātiskos jaukteņus atvedis kāds krusta karu Eseksas grāfistes bruņinieks.
Latvian	zz.lv	2008/01/11	Latvijas ekonomika nav izolēta
Latvian	bauskasdzive.lv	2011/05/15	«Jau vairāk nekā desmit gadu šeit kopā pulcējas dziesmas, dejas un mūzikas mīļotāji, lai svinētu pavasara atnākšanu Šēnbergā. Šie tradīcijām bagātie svētki ik gadu kļūst aizvien kuplāki, jo mūsu pulkam pievienojas arvien jauni dalībnieki,» atklājot sarīkojumu, sacīja namamāte – Skaistkalnes vidusskolas direktore Svetlana Vāverniece. Šoreiz festivālā satikās 23 kolektīvi – 17 deju kopas, pieci kori un pūtēju orķestris.
Latvian	zz.lv	2008/09/07	Daiļamata meistare M.Konova smaidot atzīst, ka nav ne dziedātāja, ne dejotāja, taču arī senajās mežģīnēs atspoguļojas tautas dzīve un centieni.
Latvian	zz.lv	2007/07/12	Jāpiebilst, ka no 24 ātrumlaivām finiša līniju piektdien sasniedza 18. Savukārt pēdējais čempionāta posms Apvienoto Arābu Emirātu (AAE) pilsētā Šardžā norisināsies 14.decembrī.
Latvian	rekurzeme.lv	2010/04/27	Pieļaujamais Domes līdzfinansējums vienas komercsabiedrības vienam projektam ir līdz 50% no projekta pieteikuma budžeta, bet maksimāli pieļaujamais līdzfinansējuma apmērs – 5000 latu.
Latvian	bauskasdzive.lv	2009/06/13	Plāna mērķis ir palīdzēt viesiem orientēties pilsētā – atrast sev vēlamos pakalpojumus, iestādes un apskates objektus. Plāna formāts ir nedaudz lielāks par A4 lapu. Uz plāna atrodas gan pilsētas karte ar atzīmētiem apskates objektiem un tūrisma pakalpojumiem, gan neliela rajona karte ar galvenajiem apskates objektiem tuvākajā apkārtnē, piemēram, Rundāles pils, Mežotnes pils, Plūdoņa un Zemnieku sētas muzejs un citi populāri objekti.
Latvian	zz.lv	2008/10/22	TDA «Lielupe» (Elita Simsone)
Latvian	nra.lv	2011/10/02	Ziemas peldētāju pasaules čempionāti tiek rīkoti ik pēc diviem gadiem, 2010.gadā Slovēnijā Latvijas sportisti izcīnīja 18 dažāda kaluma medaļas.
Latvian	la.lv	2011/12/10	Bieži skursteņa bojāšanās cēlonis ir nepareizi izvēlēti ķieģeļi. Skursteņu mūrēšanai izmanto virsjumta (atmosfēras svārstībām pakļautā skursteņa daļa virs jumta) dūmvada un parastos dūmvada ķieģeļus. Virsjumta dūmvada pildītie māla ķieģeļi ir izturīgi pret karstumu, aukstumu, mitrumu un attiecīgi dārgāki. Ja ārējā skursteņa mūrēšanai izmanto ugunsdrošos krāsns ķieģeļus, parastos dūmvada ķieģeļus vai silikāta ķieģeļus, tad skurstenim būs īss mūžs – tie neizturēs lielo slodzi. Skursteņi drūp arī slikti apstrādātas iekšējās virsmas dēļ. Caur ķieģeļu spraugām ieplūst āra gaiss, atdzesē dūmgāzes un veido kodīgu kondensātu. Tāpat parastais skurstenis bojājas, ja malkas krāsns vietā tam jāapkalpo gāzes kurtuve vai ogļu krāsns ar citiem dūmgāzu parametriem.
Latvian	zz.lv	2010/03/12	Arī otrās ceturtdaļas sākumā komandām problēmas sagādāja punktu gūšana, tomēr mazliet vēlāk komandas spēja atvērties. Pēc Krūmiņa trejača «Zemgale» atguva vadību (22:21). Lai arī rezultāts uz tablo vairākas reizes bija līdzsvarā, tomēr tikai jelgavniekiem dažas reizes izdevās iegūt pāris punktu handikapu. Puslaika pēdējā minūtē piecus bezatbildes punktus guva viesi, noslēdzot pirmās 20 minūtes pie minimāla pārsvara – 34:33. Jāpiemin, ka pirmajā puslaikā vairāk nekā pusi no «Zemgales» punktiem sameta Ilmārs Bergmanis (20).
Latvian	db.lv	2011/08/09	Līdz šim tika lēsts, ka, lai to panāktu, gatavojot 2012. gada valsts budžetu būs jāveic konsolidācijas pasākumi 100 milj. Ls līdz 110 milj. Ls apmērā, pie tam pašreizējais finanšu ministrs Andris Vilks (Vienotība) ir uzsvēris, ka, ņemot vērā Latvijas mērķi 2014. gadā ieviest eiro, 2012. gadā konsolidāciju nebūs iespējams panākt, kārtējo reizi ceļot nodokļus.
Latvian	bdaugava.lv	2010/03/23	P.S. Par kārtību, kādā tiek vēlēti māju iedzīvotāju pilnvarotie un kādas ir viņu funkcijas, BD slejās ir informēts vairākkārt. — Red.
Latvian	ziemellatvija.lv	2011/01/21	"Domas par iespējamo zivju daudzumu dalās. Iedzīvotāja Gaļina Kosemae uzskata, ka zivju dīķī bijis diezgan daudz, jo to mazuļus ūdenī laidis gan viņas dēls, gan paziņas. ""Apkārtnes vīri te bieži makšķerēja, un zivis bija. Tagad nezinu, vai kāda vēl būs palikusi dzīva. Slūžas vajadzēja pavasarī atvērt, bet ne jau janvārī. Mazliet tomēr jādomā ar galvu,"" norāda G. Kosimae."
Latvian	zz.lv	2010/03/15	Sesavas pagastā 12.marta pēcpusdienā automašīnai «VW Golf» izsists priekšējais labās puses lukturis, par ko sākts kriminālprocess.
Latvian	la.lv	2011/01/04	– Daudz kas atkarīgs no sievietes attieksmes pašai pret sevi un vīru. Reizēm jauna un sprauna iziet pie vīra un ar to arī beidzas interese pašai par sevi. Ja sieviete seko savai ārienei, uztur formu, tad gadiem nav tik lielas nozīmes, visam pāri ir personības valdzinājums. Sievietei ir ļoti svarīgi vīrietim radīt sajūtu, ka viņš pats nosaka savu dzīvi, lai arī īstenībā tā nav. Ja sieviete sāk pārtaisīt vīrieti, kādu pašai gribētos, tad ir vakars. Diemžēl daudzas sievietes ar to iekrīt, tādējādi veicinot dažādu krīžu rašanos. Vīrietis parasti izvēlas vienkāršāko ceļu – aizlaižas pie tādas sievietes, kas viņam saka saldus vārdus – tu esi vislabākais. Vīrietis pats labprātīgi iekrīt, jo sen nav dzirdējis neko tik jauku. Ja kopdzīvē valda nemitīgs stress, ja tev neļauj būt sev pašam, tad agrāk vai vēlāk viss beidzas. Es ikdienā nedomāju par to, ka sieva ir krietni jaunāka, bet jūtos apbrīnojami labi tāpēc, ka mūsu kopdzīvē nav stresa. Protams, es pats arī, gadiem ritot, esmu mainījies, taču mūsu kopdzīvē milzīgs nopelns ir tieši Zanei. Viņa ir ļoti gudra sieviete, un tā gudrība nav vis iemācīta, bet no augšas dota. Nav jēgas spriedelēt un kreņķēties – kas būs pēc gadiem, vai tad arī būs tik labi kā tagad, jo jādzīvo šodienā, kas ir mūžīgā tagadne. Ja arī nebūšu sievai vairs interesants, nolīdīšu kaktiņā un turpināšu savu dzīvi. Man ir zemes gabals jūras malā pie Nīcas, varēšu tur ar nārām parunāties. Bet tagad esmu pateicīgs liktenim, ka ir tā, kā ir. Labākais, ka tā nav nekāda mirkļa jūsma. Mēs apprecējāmies pirms diviem gadiem, kad jau pasaulē bija nākuši visi trīs bērni. Mūsu attiecībās nekas nav mainījies, bet domāju, ka Zanei varētu būt labāka jušana, esot sievas godā, – uzskata Mārtiņš.
Latvian	zz.lv	2007/05/22	Valentīns Lagzdiņš (dzimis 1975. gadā) pie transporta līdzekļa stūres sēdās 2,24 promiļu reibumā. Tiesa viņam piesprieda 11 diennakšu arestu, 500 latu sodu un uz diviem gadiem atņēma šofera apliecību.
Latvian	bauskasdzive.lv	2009/05/18	Svētku dienas kulminācija bija jaunas tulpju šķirnes 'Rundāles pils' dāvināšana pilij. Dzeltenajai puķei, kas gan vēl ir īpaša ar to, ka uz viena kāta aug līdz pat pieci ziedi, ir sevišķs «dzīvesstāsts». To pavēstīja ziedu dāvinātājs, Holandes tulpju selekcionārs un lielaudzētājs Jako van Reisels.
Latvian	db.lv	2011/10/19	Jaunā Android operētājsistēma ir paredzēta lietošanai gan viedtālruņos, gan planšetdatoros, līdz ar ko Google piesaka spēcīgāku konkurenci Apple operētājsistēmai iOS, raksta Reuters.
Latvian	ntz.lv	2008/05/15	Tikšanās reģionos notika pēc Zemkopības ministrijas (ZM) iniciatīvas, kas finansē lauksaimniecības izglītību. Valsts atbalstu saņem arī VKLT izglītības programmas «Lauksaimniecības tehnika» sekmīgie audzēkņi. Šogad 1. un 2. kursu sekmīgie audzēkņi, kuriem nav neattaisnotu kavējumu un kārtības pārkāpumu, saņem ZM piešķirto atbalstu Ls 35 apmērā, bet 3. un 4. kursu audzēkņi - Ls 45 apmērā. Savukārt 4. kursa audzēkņiem, kuri kvalifikācijas praksē bijuši sertificētā saimniecībā vai uzņēmumā, ir iespēja saņemt atbalstu Ls 60 apmērā. Audzēkņi, kuri atbalstu saņēmuši no pirmā kursa, apzinās tā nozīmi un ir centīgi un ieinteresēti mācībās. Tas ir tikai apsveicami un vēlreiz apliecina, ka finansiālais atbalsts audzēkņiem ir būtisks vajadzīgs, tas veicina jauniešos ieinteresētību izglītoties lauksaimniecības profesijās.
Latvian	ntz.lv	2008/11/01	16.30 atpūtas kompleksa «Milzkalns» pievadceļa 2. km kokā iestūrējis automašīnas NISSAN vadītājs. Cietušo nav.
Latvian	rv.lv	2008/04/08	“Vai tiešām vienā no lielākajām Latvijas pilsētām ir tikai seši dziedātāji? Pirms dažiem gadiem konkursā piedalījās vairāk nekā 20 bērni. Citās pilsētās šim pasākumam gatavojas laikus un ir vairāk reklāmas, ne tikai internetā. Piemēram, dārziņā, ko apmeklē mans bērns, nebija nekādas informācijas par konkursu. Kāpēc bērnudārzu administrācija, mūzikas pedagogi nav ieinteresēti piedalīties? Vai nav dziedošu bērnu?” jautā vēstules autore.
Latvian	bauskasdzive.lv	2011/07/15	Tiek asfaltēts ceļa posms Dāviņu skola–Teņi, kas vijas garām Dāviņu ciemam. «Tehnisko projektu darbu veikšanai izstrādājām 2009. gadā, lai gan ideja par melno segumu vietējo prātus nodarbināja jau no padomju laikiem,» atceras Dāviņu pagasta pārvaldes vadītāja Līvija Šarķe.
Latvian	rekurzeme.lv	2009/10/21	"Kā ziņots, Ministru prezidents Valdis Dombrovskis (JL) šorīt intervijā telekompānijas LNT raidījumam ""900 sekundes"" norādīja, ka runām par lata devalvāciju joprojām nav nekāda pamata."
Latvian	ziemellatvija.lv	2011/07/13	"""Šī ir pirmā reize, kad Saeima tik precīzi definējusi problēmnosacījumus Eiropas kopējās lauksaimniecības politikas (KLP) reformas izstrādes un ieviešanas procesā un tieši pauž bažas par Latvijas lauksaimniecības nākotni, aicinot Eiropas Parlamentu un Eiropas Komisiju ņemt vērā arī Latvijas lauksaimnieku intereses."
Latvian	bauskasdzive.lv	2007/12/14	Nav saprotams, kāpēc pensionāriem josta jāsavelk dubultā, cenu kāpums būs jau janvārī, bet pensionāri savu pabalsta paaugstinājumu sagaidīs tikai jūnijā?
Latvian	zz.lv	2008/05/15	«Tur kaut kam ir jābūt» izceļas ar bagātīgu elektronikas izmantojumu, lielu viesmākslinieku skaitu un to, ka kopš laba laika ir pirmais simtprocentīgi latviski ieskaņotais albums.
Latvian	diena.lv	2011/12/11	Cilvēks nodod sevi darbībā. Katrā degradācijas posmā cilvēkam ir izvēle vai nu turpināt kritienu vai arī mēģināt saprast savu kļūdu. Ja cilvēks negrib atzīt, ka ir kļūdījies un izciest savas kļūdas sekas, viņš pieļauj nākamo kļūdu. Tā ar katru nākamo darbību cilvēks pasliktina savu stāvokli, apstiprinot savu izvēli par labu pašdegradācijai.
Latvian	diena.lv	2011/09/05	17.1. No 2011. gada 13. decembra līdz 2011. gada 20. decembrim Konkursa komisija izskata un novērtē iesūtītos darbus;
Latvian	nra.lv	2011/11/27	Veiktās pārbaudes šodien nav tas instruments, pateicoties kuram domes deputāti un vadība varētu saņemt kvalificētus un darbam noderīgus vērtējumus un arī atzinumus par domes darba uzlabošanu;
Latvian	rekurzeme.lv	2008/10/15	Iepriekšējās vienošanās paredz, ka 2010.gadā pedagogiem plānots 80 latu algas pieaugums, bet par šo jau notiks diskusijas veidojot tā gada valsts budžetu.
Latvian	diena.lv	2012/01/09	"""Valodas saglabāšana ir ļoti svarīga katrai tautai, jo valoda ir katras tautas kods, kurā ierakstītas tautas nacionālās īpatnības, ģenētiskais kods, ko var lasīt dainās, pasakās, krievu biļinās, romancēs, krievu dzejnieku un rakstnieku darbos,"" skaidroja metropolīts."
Latvian	rv.lv	2009/12/03	Tikko “Rēzeknes Vēstis” publicēja pansionāta iemītnieku kolektīvo vēstuli, kad saņēmām no šīs iestādes vēl vienu. Publicējam to pilnībā.
Latvian	la.lv	2011/09/28	I. Vanaga: – Zatlera Reformu partijas nostāja ir tāda, ka valsts valodas statuss mums ir viennozīmīgi jāsaglabā, jāstiprina un jānodrošina, bet mums ir arī jārespektē mazākumtautību pārstāvji. Augstskolā mācības pārsvarā notiek latviešu valodā, vieslektori lekcijas lasa angļu un krievu valodā. Ja lasa, piemēram, franču valodā, ņemam tulkus.
Latvian	la.lv	2011/07/28	Tikmēr Diāna Marcinkēviča ceturtdien piedzīvoja zaudējumu Vācijas pilsētā Bādzaulgavā notiekošā ITF 25 000 sērijas turnīra vienspēļu sacensību otrās kārtas mačā. Šobrīd WTA ranga 414.vietā esošā Marcinkēviča otrās kārtas cīņā ar rezultātu 6:7 (3:7), 7:5, 3:6 piekāpās vācietei Laurai Zīgemundei, kura izlikta ar trešo numuru, bet WTA rangā atrodas 220.pozīcijā. Līdz ar to vienspēļu sacensībās Latvijas tenisiste nopelnīja astoņus WTA ranga punktus. Pirmās kārtas cīņā Marcinkēviča ar 6:2, 5:7, 6:3 pieveica kolumbieti Katalīnu Kastano, kura rangā atrodas 281.pozīcijā, bet 2006.gada vasarā viņa bijusi pat 35.vietā.
Latvian	nra.lv	2011/12/21	Arī ANO ģenerālsekretārs Bans Ki Mūns aizrādījis Ēģiptes valdībai par pārmērīgu spēka lietošanu, bet organizācija Amnesty International mudinājusi pasaules sabiedrību nepiegādāt ieročus Ēģiptes armijai.
Latvian	la.lv	2011/05/02	Ja haskija īpašnieks nolēmis sākt suni trenēt, tas ir apsveicami – nekad nav par vēlu sākt ar to nodarboties. Konsultēties ieteicams gan pie audzētājiem, kuri ir cieši saistīti ar sportu, gan Latvijas kamanu suņu sporta federācijā.
Latvian	bauskasdzive.lv	2009/03/31	Kopā visās 27 ES dalībvalstīs Eiropas pilsoņu debatēs piedalījās 1610 iedzīvotāji. Katrā valstī tika izstrādāti 10 priekšlikumi. Balsojot tiešsaistē, no šiem 270 priekšlikumiem nacionālo debašu dalībnieki izvēlēsies visnozīmīgākos 15 ierosinājumus, kas tiks nodoti Eiropas politikas veidotājiem Eiropas pilsoņu samitā Briselē 2009. gada 10. – 11. maijā. Tajā piedalīsies 150 ES iedzīvotāji, tajā skaitā trīs no Latvijas.
Latvian	db.lv	2011/12/28	Tomēr Tibetas aktīvisti uzsver, ka šādas programmas veicinās ķīniešu migrāciju un iznīcinās vietējo tibetiešu kultūru.
Latvian	ziemellatvija.lv	2011/06/18	17.00 Uz redzēšanos, Rīga!
Latvian	ntz.lv	2010/04/28	- Strādājusi Matkulē un Jaunpils vidusskolā par vecāko pionieru vadītāju, direktora vietnieci mācību darbā, kā arī par ģeogrāfijas skolotāju.
Latvian	bauskasdzive.lv	2008/12/06	Skolotāja piemetināja, ka savāktuvi, kas atrodas apmēram 16 kilometru no Codes, nelielā attāluma dēļ būtu ērti izmantot arī citu mūsu rajona pagastu iedzīvotājiem. Tikmēr Skaistkalnes pašvaldība jau sāk risināt jautājumu par veco riepu pagaidu novietnes izveidošanu pagastā un apsver iespēju finansēt transportēšanas izdevumus. « Debesis virs Skaistkalnes ir kļuvušas tīrākas, jo mūsējie riepas vairs nedzina, » ir gandarīta skolotāja Auguste.
Latvian	ziemellatvija.lv	2009/02/23	"Ž. Daudziete atzīst, ka projekts bijis vērtīgs. Vēlēšanās gan viņa nedomā startēt, bet iegūtās zināšanas noderēšot citur dzīvē. Tuvojoties projekta izskaņai, sievietes gatavo prezentāciju par ""Sievieti politikā"", ko prezentēs pārējām dalībniecēm noslēguma pasākuma 17. aprīlī Zemkopības ministrijā."
